,num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam,runtime_ham10,runtime_ham2,runtime_ham4,runtime_ham6,runtime_ham8,runtime_ham9,Oracle_value,Oracle_name,DT_ham10_pred,RF_ham10_pred,kNN_ham10_pred,DT_ham2_pred,RF_ham2_pred,kNN_ham2_pred,DT_ham4_pred,RF_ham4_pred,kNN_ham4_pred,DT_ham6_pred,RF_ham6_pred,kNN_ham6_pred,DT_ham8_pred,RF_ham8_pred,kNN_ham8_pred,DT_ham9_pred,RF_ham9_pred,kNN_ham9_pred
177,300.0,1655.0,0.1813,1654.0,0.9994,2.0,6.0,5.5167,2.0,6.0,5.5167,1.0,0.0033,299.0,0.9967,1.0,0.0033,299.0,0.9967,2.0,0.0067,298.0,0.9933,3.0,0.01,3.0,0.01,0.0,0.0,4.0,18.0,124.25,2.0,2.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,14.868,12.936,199.99099999999999,10.889000000000001,199.96099999999998,0.509,0.509,ham9,32.383109756097575,26.467242459470356,23.37181818181818,30.860578947368417,29.279219611859013,5.680625,199.8823636363633,199.9800076798942,199.98642857142858,10.448162790697673,20.839148755975383,5.547625,196.86445108695662,198.29564757422492,199.97992,31.52657954545455,35.716892262880336,13.039793103448277
178,300.0,1639.0,0.183,1622.0,0.9896,2.0,6.0,5.4633,2.0,6.0,5.4633,15.0,0.05,285.0,0.95,17.0,0.0567,283.0,0.9433,30.0,0.1,270.0,0.9,3.0,0.01,3.0,0.01,0.0,0.0,1.0,6.0,126.5714,2.0,2.0,23.0,9.0,24.0,22.3077,9.0,24.0,22.3077,3.885,4.779,199.975,5.604,199.988,22.244,3.885,ham10,32.383109756097575,7.88587531282441,23.37181818181818,30.860578947368417,29.279219611859013,5.680625,199.8823636363633,199.97324455664486,199.98624999999996,10.448162790697673,20.839148755975383,5.547625,196.86445108695662,198.29564757422492,199.97964,31.52657954545455,35.716892262880336,11.373379310344829
179,300.0,1639.0,0.183,1622.0,0.9896,2.0,6.0,5.4633,2.0,6.0,5.4633,13.0,0.0433,287.0,0.9567,17.0,0.0567,283.0,0.9433,30.0,0.1,270.0,0.9,3.0,0.01,3.0,0.01,0.0,0.0,8.0,46.0,150.2857,2.0,2.0,23.0,9.0,24.0,22.1786,9.0,24.0,22.1786,1.385,7.457999999999999,199.981,6.066,199.987,0.5589999999999999,0.5589999999999999,ham9,32.383109756097575,7.415312975162074,23.84163636363636,30.860578947368417,29.279219611859013,5.680625,199.8823636363633,199.9795421234277,199.98621428571423,10.448162790697673,20.839148755975383,5.547625,196.86445108695662,198.29564757422492,199.97964,31.52657954545455,43.72148726288033,11.373379310344829
180,300.0,1631.0,0.1839,1606.0,0.9847,1.0,6.0,5.4367,2.0,6.0,5.4367,21.0,0.07,279.0,0.93,23.0,0.0767,277.0,0.9233,42.0,0.14,258.0,0.86,3.0,0.01,3.0,0.01,0.0,0.0,5.0,27.0,132.1667,2.0,2.0,16.0,18.0,24.0,22.6923,4.0,24.0,22.9259,3.3710000000000004,1.422,199.96400000000003,3.955,199.96599999999998,8.267999999999999,1.422,ham2,32.383109756097575,16.718946072306796,23.130181818181818,30.860578947368417,29.279219611859013,5.7570000000000014,199.8823636363633,199.9793458064184,199.98621428571423,10.448162790697673,20.839148755975383,6.460375,196.86445108695662,198.29564757422492,199.97963999999996,31.52657954545455,35.716892262880336,11.373379310344827
181,300.0,1623.0,0.1848,1590.0,0.9797,2.0,6.0,5.41,2.0,6.0,5.41,33.0,0.11,267.0,0.89,33.0,0.11,267.0,0.89,60.0,0.2,240.0,0.8,3.0,0.01,3.0,0.01,0.0,0.0,6.0,32.0,188.0,2.0,2.0,23.0,5.0,24.0,21.8,5.0,24.0,21.8,2.18,8.687000000000001,199.99400000000003,14.095999999999998,199.986,11.1,2.18,ham10,32.383109756097575,8.741477069377355,22.44127272727273,30.860578947368417,29.279219611859013,5.820249999999999,199.8823636363633,199.99147443380724,199.98624999999998,10.448162790697673,20.839148755975383,7.030375,196.86445108695662,198.29564757422492,199.97792,31.52657954545455,43.72148726288033,11.373379310344825
182,300.0,1623.0,0.1848,1590.0,0.9797,1.0,6.0,5.41,2.0,6.0,5.41,31.0,0.1033,269.0,0.8967,31.0,0.1033,269.0,0.8967,56.0,0.1867,244.0,0.8133,3.0,0.01,4.0,0.0133,0.0,0.0,3.0,16.0,152.4,2.0,2.0,23.0,11.0,23.0,21.4063,11.0,23.0,21.4063,199.988,9.307,199.965,11.18,199.97299999999998,0.179,0.179,ham9,32.383109756097575,119.40286974206352,22.44127272727273,30.860578947368417,29.279219611859013,5.4853749999999994,199.8823636363633,199.98458527796308,199.98621428571428,10.448162790697673,20.839148755975383,6.972625,196.86445108695662,198.29564757422492,199.97792,31.52657954545455,35.716892262880336,11.373379310344827
183,300.0,1615.0,0.1858,1574.0,0.9746,2.0,6.0,5.3833,2.0,6.0,5.3833,37.0,0.1233,263.0,0.8767,37.0,0.1233,263.0,0.8767,64.0,0.2133,236.0,0.7867,3.0,0.01,3.0,0.01,0.0,0.0,3.0,16.0,151.8,2.0,2.0,23.0,7.0,23.0,21.75,7.0,23.0,21.75,6.779,7.8420000000000005,199.99200000000002,6.645,199.953,20.655,6.645,ham6,32.383109756097575,10.508135835611121,22.997818181818186,30.860578947368417,29.279219611859013,6.04575,199.8823636363633,199.99166219976468,199.98621428571428,10.448162790697673,20.839148755975383,6.404124999999999,196.86445108695662,198.29564757422492,199.97792000000004,31.52657954545455,35.716892262880336,11.355310344827585
184,300.0,1607.0,0.1867,1558.0,0.9695,2.0,6.0,5.3567,2.0,6.0,5.3567,43.0,0.1433,257.0,0.8567,41.0,0.1367,259.0,0.8633,72.0,0.24,228.0,0.76,5.0,0.0167,3.0,0.01,0.0,0.0,1.0,6.0,146.4545,2.0,2.0,39.0,2.0,24.0,19.8824,2.0,24.0,19.8824,7.042000000000001,3.1180000000000003,199.99099999999999,7.197,199.993,5.039,3.1180000000000003,ham2,32.383109756097575,15.008913270592805,30.37618181818182,30.860578947368417,41.86653846739371,13.702125,199.8823636363633,199.9922991021216,199.9860714285714,10.448162790697673,20.839148755975383,6.1903749999999995,196.86445108695662,198.29564757422492,199.97724000000002,31.52657954545455,35.716892262880336,11.355310344827588
185,300.0,1607.0,0.1867,1558.0,0.9695,2.0,6.0,5.3567,2.0,6.0,5.3567,39.0,0.13,261.0,0.87,45.0,0.15,255.0,0.85,72.0,0.24,228.0,0.76,4.0,0.0133,3.0,0.01,0.0,0.0,1.0,6.0,167.8333,2.0,2.0,29.0,4.0,24.0,21.6667,4.0,24.0,21.6667,12.21,1.7790000000000001,199.99400000000003,5.87,199.987,37.427,1.7790000000000001,ham2,32.383109756097575,17.229368330116618,30.37618181818182,30.860578947368417,29.279219611859013,13.702125,199.8823636363633,199.99166219976468,199.9860714285714,10.448162790697673,20.839148755975383,6.1903749999999995,196.86445108695662,198.29564757422492,199.97724000000002,31.52657954545455,35.716892262880336,11.355310344827588
186,300.0,1599.0,0.1876,1544.0,0.9656,2.0,6.0,5.33,2.0,6.0,5.33,47.0,0.1567,253.0,0.8433,51.0,0.17,249.0,0.83,86.0,0.2867,214.0,0.7133,4.0,0.0133,3.0,0.01,0.0,0.0,1.0,6.0,143.8889,2.0,2.0,13.0,2.0,25.0,19.9722,2.0,25.0,19.9429,5.728,9.262,199.99,1.056,199.97299999999998,35.525999999999996,1.056,ham6,32.383109756097575,17.15387255630709,33.80109090909091,30.860578947368417,29.279219611859013,13.318374999999998,199.8823636363633,199.9922991021216,199.98621428571423,91.99770386266088,35.198330957441016,29.791625000000003,196.86445108695662,198.29564757422492,199.97756,31.52657954545455,46.611643173316715,17.845758620689658
187,300.0,1599.0,0.1876,1546.0,0.9669,1.0,6.0,5.33,2.0,6.0,5.33,47.0,0.1567,253.0,0.8433,49.0,0.1633,251.0,0.8367,72.0,0.24,228.0,0.76,4.0,0.0133,3.0,0.01,0.0,0.0,4.0,18.0,142.2857,2.0,2.0,23.0,2.0,24.0,21.4054,2.0,24.0,21.2632,3.728,6.949,199.99099999999999,1.234,199.96400000000003,24.980999999999998,1.234,ham6,32.383109756097575,11.004482529096206,30.37618181818182,30.860578947368417,29.279219611859013,13.318375,199.8823636363633,199.9922991021216,199.98621428571423,10.448162790697673,20.839148755975383,29.791625000000003,196.86445108695662,198.29564757422492,199.97747999999999,31.52657954545455,35.716892262880336,17.845758620689658
188,300.0,1591.0,0.1886,1532.0,0.9629,2.0,6.0,5.3033,2.0,6.0,5.3033,51.0,0.17,249.0,0.83,59.0,0.1967,241.0,0.8033,88.0,0.2933,212.0,0.7067,3.0,0.01,3.0,0.01,0.0,0.0,3.0,16.0,146.0,2.0,2.0,23.0,4.0,24.0,19.6857,4.0,24.0,19.6857,7.507000000000001,7.525,199.986,11.269,199.987,1.584,1.584,ham9,32.383109756097575,7.582115080116614,17.370636363636365,30.860578947368417,41.86653846739371,12.656874999999998,199.8823636363633,199.9922991021216,199.98746428571425,10.448162790697673,26.542878915173496,28.971375000000002,196.86445108695662,198.29564757422492,199.97888,31.52657954545455,51.830816631125415,17.37831034482759
189,300.0,1591.0,0.1886,1530.0,0.9617,2.0,6.0,5.3033,2.0,6.0,5.3033,53.0,0.1767,247.0,0.8233,53.0,0.1767,247.0,0.8233,80.0,0.2667,220.0,0.7333,4.0,0.0133,4.0,0.0133,0.0,0.0,4.0,22.0,157.0,2.0,2.0,30.0,4.0,23.0,19.925,4.0,23.0,19.925,0.5579999999999999,63.835,199.99099999999999,5.072,199.988,5.737,0.5579999999999999,ham10,32.383109756097575,8.834414706739993,17.370636363636365,30.860578947368417,41.86653846739371,12.656874999999998,199.8823636363633,199.9922991021216,199.98746428571425,10.448162790697673,20.839148755975383,28.971375000000002,196.86445108695662,198.29564757422492,199.97756,31.52657954545455,42.93690375772569,17.378310344827586
190,300.0,1583.0,0.1895,1512.0,0.9551,1.0,6.0,5.2767,2.0,6.0,5.2767,61.0,0.2033,239.0,0.7967,55.0,0.1833,245.0,0.8167,100.0,0.3333,200.0,0.6667,3.0,0.01,3.0,0.01,0.0,0.0,3.0,16.0,165.7778,2.0,2.0,20.0,7.0,24.0,20.6667,7.0,24.0,20.6667,84.01700000000001,6.237,199.99200000000002,199.99,199.987,3.7460000000000004,3.7460000000000004,ham9,32.383109756097575,52.84272202966836,17.381727272727275,30.860578947368417,36.056968651495815,13.450874999999998,199.8823636363633,199.9922991021216,199.98864285714282,54.93195652173913,42.63636730950223,31.959500000000002,196.86445108695662,198.29564757422492,199.97951999999995,31.52657954545455,42.93690375772569,17.212999999999997
191,300.0,1583.0,0.1895,1518.0,0.9589,2.0,6.0,5.2767,2.0,6.0,5.2767,65.0,0.2167,235.0,0.7833,59.0,0.1967,241.0,0.8033,92.0,0.3067,208.0,0.6933,3.0,0.01,3.0,0.01,0.0,0.0,6.0,28.0,187.25,2.0,2.0,12.0,7.0,24.0,20.1707,7.0,24.0,20.1707,4.401,2.55,199.99099999999999,0.083,199.987,18.827,0.083,ham6,32.383109756097575,28.73677476420003,17.38172727272728,30.860578947368417,36.056968651495815,13.450875000000002,199.8823636363633,199.9922991021216,199.9885357142857,54.93195652173913,32.059406717113944,31.959500000000002,196.86445108695662,198.29564757422492,199.9784,31.52657954545455,51.830816631125415,18.37189655172414
192,300.0,1575.0,0.1905,1500.0,0.9524,2.0,6.0,5.25,2.0,6.0,5.25,69.0,0.23,231.0,0.77,73.0,0.2433,227.0,0.7567,96.0,0.32,204.0,0.68,3.0,0.01,4.0,0.0133,0.0,0.0,1.0,6.0,155.0,2.0,2.0,4.0,5.0,23.0,19.7442,3.0,23.0,19.3636,39.854,7.138,199.99,7.167999999999999,199.987,0.39,0.39,ham9,32.383109756097575,45.54478117526943,17.38172727272728,30.860578947368417,48.64428750703052,13.450875,199.8823636363633,199.9922991021216,199.98864285714282,54.93195652173913,38.0222430807503,31.959500000000006,196.86445108695662,198.29564757422492,199.98051999999993,31.52657954545455,51.830816631125415,18.268793103448278
193,300.0,1575.0,0.1905,1500.0,0.9524,1.0,6.0,5.25,2.0,6.0,5.25,69.0,0.23,231.0,0.77,59.0,0.1967,241.0,0.8033,88.0,0.2933,212.0,0.7067,4.0,0.0133,6.0,0.02,0.0,0.0,6.0,30.0,197.6667,2.0,2.0,23.0,9.0,24.0,21.1765,9.0,24.0,21.1765,19.253,7.207000000000001,199.995,14.344000000000001,199.987,9.221,7.207000000000001,ham2,32.383109756097575,48.22985377226094,17.381727272727275,30.860578947368417,36.056968651495815,13.450875,199.8823636363633,199.9922991021216,199.98974999999996,54.93195652173913,37.72332345997109,31.959500000000006,196.86445108695662,198.29564757422492,199.97951999999995,31.52657954545455,51.830816631125415,17.212999999999997
194,300.0,1567.0,0.1914,1482.0,0.9458,2.0,6.0,5.2233,2.0,6.0,5.2233,75.0,0.25,225.0,0.75,65.0,0.2167,235.0,0.7833,108.0,0.36,192.0,0.64,3.0,0.01,4.0,0.0133,0.0,0.0,4.0,21.0,176.0,2.0,2.0,23.0,9.0,24.0,21.1579,9.0,24.0,21.1579,6.901,3.853,199.988,16.694000000000003,199.951,31.396,3.853,ham2,32.383109756097575,50.393287452578775,17.381727272727275,30.860578947368417,44.90747924673392,13.450875,199.8823636363633,199.9922991021216,199.98974999999996,54.93195652173913,47.15040517499931,31.959500000000006,196.86445108695662,198.29564757422492,199.98051999999996,31.52657954545455,58.017794501898756,17.912413793103454
195,300.0,1647.0,0.1821,1638.0,0.9945,2.0,6.0,5.49,2.0,6.0,5.49,9.0,0.03,291.0,0.97,7.0,0.0233,293.0,0.9767,16.0,0.0533,284.0,0.9467,3.0,0.01,3.0,0.01,0.0,0.0,1.0,6.0,159.8,2.0,2.0,2.0,1.0,24.0,21.4286,1.0,24.0,21.4286,4.313,5.992000000000001,199.99099999999999,3.67,199.983,1.3980000000000001,1.3980000000000001,ham9,32.383109756097575,31.26591146189274,23.84163636363636,30.860578947368417,29.279219611859013,5.680625,199.8823636363633,199.98406131810557,199.98642857142855,10.448162790697673,20.839148755975383,5.547625,196.86445108695662,198.29564757422492,199.97964,31.52657954545455,35.716892262880336,19.48410344827586
196,300.0,1647.0,0.1821,1638.0,0.9945,2.0,6.0,5.49,2.0,6.0,5.49,9.0,0.03,291.0,0.97,9.0,0.03,291.0,0.97,18.0,0.06,282.0,0.94,3.0,0.01,3.0,0.01,0.0,0.0,3.0,16.0,124.25,2.0,2.0,23.0,14.0,23.0,22.3462,14.0,23.0,22.3462,3.9,0.569,199.96400000000003,0.467,199.986,21.469,0.467,ham6,32.383109756097575,10.522242713080571,23.37181818181818,30.860578947368417,29.279219611859013,5.680625,199.8823636363633,199.971981699502,199.98642857142858,10.448162790697673,20.839148755975383,5.547625,196.86445108695662,198.29564757422492,199.97964,31.52657954545455,35.716892262880336,19.48410344827586
197,351.0,1949.0,0.1801,1948.0,0.9995,2.0,6.0,5.5527,2.0,6.0,5.5527,1.0,0.0028,350.0,0.9972,1.0,0.0028,350.0,0.9972,2.0,0.0057,349.0,0.9943,3.0,0.0085,3.0,0.0085,0.0,0.0,2.0,10.0,137.0,2.0,2.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,16.755,28.898000000000003,199.99,24.141,199.986,9.175,9.175,ham9,32.383109756097575,27.672487914015807,26.972272727272728,30.860578947368417,29.279219611859013,12.774125,199.8823636363633,199.981270537037,199.982,91.99770386266088,35.198330957441016,16.497625,196.86445108695662,198.29564757422492,199.97848000000005,31.52657954545455,46.611643173316715,62.596034482758625
198,351.0,1949.0,0.1801,1948.0,0.9995,2.0,6.0,5.5527,2.0,6.0,5.5527,1.0,0.0028,350.0,0.9972,1.0,0.0028,350.0,0.9972,2.0,0.0057,349.0,0.9943,3.0,0.0085,3.0,0.0085,0.0,0.0,5.0,28.0,137.0,2.0,2.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,2.532,9.185,199.989,7.702999999999999,199.986,146.935,2.532,ham10,32.383109756097575,26.250187914015804,26.972272727272728,30.860578947368417,29.279219611859013,12.774125,199.8823636363633,199.9800076798942,199.982,91.99770386266088,35.198330957441016,16.497625,196.86445108695662,198.29564757422492,199.97872000000007,31.52657954545455,46.611643173316715,62.596034482758625
199,351.0,1933.0,0.1816,1916.0,0.9912,2.0,6.0,5.5071,2.0,6.0,5.5071,17.0,0.0484,334.0,0.9516,17.0,0.0484,334.0,0.9516,30.0,0.0855,321.0,0.9145,3.0,0.0085,3.0,0.0085,0.0,0.0,1.0,6.0,166.8,2.0,2.0,29.0,23.0,25.0,24.8929,23.0,25.0,24.8929,2.7969999999999997,8.381,199.995,7.037999999999999,199.989,17.048,2.7969999999999997,ham10,32.383109756097575,18.618965524560025,26.972272727272728,30.860578947368417,29.279219611859013,12.878,199.8823636363633,199.98301815608465,199.98203571428567,91.99770386266088,35.198330957441016,40.53325,196.86445108695662,198.29564757422492,199.97664,31.52657954545455,46.611643173316715,65.8333103448276
200,351.0,1933.0,0.1816,1916.0,0.9912,2.0,6.0,5.5071,2.0,6.0,5.5071,17.0,0.0484,334.0,0.9516,17.0,0.0484,334.0,0.9516,30.0,0.0855,321.0,0.9145,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,16.0,172.5714,2.0,2.0,23.0,10.0,25.0,23.7586,10.0,25.0,23.7586,29.299,12.089,199.952,10.185,199.984,6.962000000000001,6.962000000000001,ham9,32.383109756097575,17.88199537000698,26.972272727272728,30.860578947368417,29.279219611859013,12.878,199.8823636363633,199.98030946560846,199.98203571428567,91.99770386266088,35.198330957441016,40.53325,196.86445108695662,198.29564757422492,199.97664,31.52657954545455,46.611643173316715,65.83331034482758
201,351.0,1925.0,0.1823,1900.0,0.987,2.0,6.0,5.4843,2.0,6.0,5.4843,25.0,0.0712,326.0,0.9288,23.0,0.0655,328.0,0.9345,48.0,0.1368,303.0,0.8632,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,16.0,195.0,2.0,2.0,2.0,1.0,26.0,24.0357,1.0,26.0,24.0357,0.872,3.5439999999999996,199.99,46.218,199.986,2.4530000000000003,0.872,ham10,32.383109756097575,33.81106128450914,43.400727272727266,30.860578947368417,36.89763525030951,8.314,199.8823636363633,199.98030946560846,199.98160714285714,91.99770386266088,121.93858206805876,43.98725,196.86445108695662,198.29564757422492,199.97728000000004,31.52657954545455,53.9025442849768,66.15924137931034
202,351.0,1925.0,0.1823,1900.0,0.987,2.0,6.0,5.4843,2.0,6.0,5.4843,25.0,0.0712,326.0,0.9288,23.0,0.0655,328.0,0.9345,42.0,0.1197,309.0,0.8803,3.0,0.0085,4.0,0.0114,0.0,0.0,1.0,6.0,116.0,2.0,2.0,23.0,17.0,25.0,24.5714,17.0,25.0,24.5714,20.818,28.121,199.989,23.544,199.982,87.87100000000001,20.818,ham10,32.383109756097575,14.9986378459886,26.972272727272728,30.860578947368417,29.279219611859013,12.627125,199.8823636363633,198.23172887037035,199.9821428571428,91.99770386266088,35.198330957441016,42.269999999999996,196.86445108695662,198.29564757422492,199.977,31.52657954545455,46.611643173316715,59.19665517241379
203,351.0,1917.0,0.1831,1884.0,0.9828,2.0,6.0,5.4615,2.0,6.0,5.4615,33.0,0.094,318.0,0.9059999999999999,33.0,0.094,318.0,0.9059999999999999,58.0,0.1652,293.0,0.8348,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,16.0,168.4286,2.0,2.0,23.0,16.0,26.0,24.7037,16.0,26.0,24.7037,6.218,2.025,199.989,4.202,199.977,139.00799999999998,2.025,ham2,32.383109756097575,13.655748453473219,34.368818181818185,30.860578947368417,36.89763525030951,29.79975,199.8823636363633,199.9817552989418,199.98235714285713,91.99770386266088,116.49406554959447,48.528375000000004,196.86445108695662,198.29564757422492,199.97572,31.52657954545455,53.9025442849768,59.557793103448276
204,351.0,1917.0,0.1831,1884.0,0.9828,2.0,6.0,5.4615,2.0,6.0,5.4615,31.0,0.0883,320.0,0.9117,31.0,0.0883,320.0,0.9117,56.0,0.1595,295.0,0.8405,3.0,0.0085,3.0,0.0085,0.0,0.0,3.0,14.0,172.8571,2.0,2.0,11.0,4.0,26.0,23.6,4.0,26.0,23.6,66.274,10.016,199.968,199.988,199.953,3.17,3.17,ham9,32.383109756097575,30.911980867842477,34.368818181818185,30.860578947368417,36.89763525030951,29.79975,199.8823636363633,199.9815723227513,199.98235714285713,91.99770386266088,121.93858206805876,48.528375000000004,196.86445108695662,198.29564757422492,199.97572,31.52657954545455,53.9025442849768,59.557793103448276
205,351.0,1909.0,0.1839,1868.0,0.9785,2.0,6.0,5.4387,2.0,6.0,5.4387,39.0,0.1111,312.0,0.8889,41.0,0.1168,310.0,0.8832,74.0,0.2108,277.0,0.7892,3.0,0.0085,3.0,0.0085,0.0,0.0,4.0,20.0,166.4,2.0,2.0,16.0,7.0,26.0,22.8485,7.0,26.0,23.125,0.344,22.105999999999998,199.925,5.419,199.959,1.82,0.344,ham10,32.383109756097575,12.728344450329738,36.97309090909091,30.860578947368417,36.89763525030951,55.407,199.8823636363633,199.96654003283538,199.98235714285713,91.99770386266088,108.24665890243728,59.296875,196.86445108695662,198.29564757422492,199.97807999999998,31.52657954545455,53.9025442849768,58.244
206,351.0,1909.0,0.1839,1868.0,0.9785,2.0,6.0,5.4387,2.0,6.0,5.4387,39.0,0.1111,312.0,0.8889,35.0,0.0997,316.0,0.9003,64.0,0.1823,287.0,0.8177,3.0,0.0085,3.0,0.0085,0.0,0.0,5.0,23.0,160.6667,2.0,2.0,23.0,2.0,26.0,21.6176,2.0,26.0,21.6176,39.4,8.329,199.989,78.834,199.983,55.611999999999995,8.329,ham2,32.383109756097575,12.52868321775134,38.04990909090909,30.860578947368417,36.89763525030951,30.850875,199.8823636363633,199.9786196514389,199.98235714285713,91.99770386266088,121.93858206805876,64.27000000000001,196.86445108695662,198.29564757422492,199.97807999999995,31.52657954545455,53.9025442849768,58.24399999999999
207,351.0,1901.0,0.1846,1854.0,0.9753,2.0,6.0,5.416,2.0,6.0,5.416,43.0,0.1225,308.0,0.8775,43.0,0.1225,308.0,0.8775,68.0,0.1937,283.0,0.8063,4.0,0.0114,4.0,0.0114,0.0,0.0,4.0,20.0,199.8571,2.0,2.0,23.0,11.0,26.0,22.6053,11.0,26.0,22.6053,199.987,180.267,199.99400000000003,43.367,199.985,97.111,43.367,ham6,199.98749999999998,143.9629100412088,51.942727272727275,30.860578947368417,36.89763525030951,55.407,199.8823636363633,199.98308898816157,199.98242857142856,91.99770386266088,108.24665890243728,59.296875,196.86445108695662,198.29564757422492,199.97884000000002,31.52657954545455,53.9025442849768,58.413413793103445
208,351.0,1901.0,0.1846,1854.0,0.9753,1.0,6.0,5.416,1.0,6.0,5.416,39.0,0.1111,312.0,0.8889,41.0,0.1168,310.0,0.8832,68.0,0.1937,283.0,0.8063,4.0,0.0114,3.0,0.0085,1.0,0.0028,5.0,28.0,185.2,2.0,2.0,23.0,7.0,26.0,22.6563,7.0,26.0,22.6563,0.013000000000000001,0.022000000000000002,199.938,0.013999999999999999,199.99400000000003,0.013000000000000001,0.013000000000000001,ham10,32.383109756097575,11.765801899309327,53.26127272727273,30.860578947368417,49.26373323010749,55.407,199.8823636363633,199.9664164523249,199.98242857142856,91.99770386266088,108.24665890243728,59.296875,196.86445108695662,198.29564757422492,199.97884000000002,31.52657954545455,53.9025442849768,58.413413793103445
209,351.0,1893.0,0.1854,1844.0,0.9741,2.0,6.0,5.3932,2.0,6.0,5.3932,51.0,0.1453,300.0,0.8547,53.0,0.151,298.0,0.8490000000000001,84.0,0.2393,267.0,0.7607,3.0,0.0085,3.0,0.0085,0.0,0.0,2.0,10.0,193.4,2.0,2.0,45.0,7.0,26.0,23.2973,7.0,27.0,20.68,12.035,20.498,199.99,136.118,199.98,49.79600000000001,12.035,ham10,32.383109756097575,33.97843535258537,47.535727272727264,30.860578947368417,36.89763525030951,67.64324999999998,199.8823636363633,199.9905465549444,199.98242857142856,91.99770386266088,108.24665890243728,40.688375,196.86445108695662,198.29564757422492,199.97915999999998,31.52657954545455,61.122555779822164,59.58317241379309
210,351.0,1893.0,0.1854,1836.0,0.9699,2.0,6.0,5.3932,1.0,6.0,5.3932,49.0,0.1396,302.0,0.8604,49.0,0.1396,302.0,0.8604,92.0,0.2621,259.0,0.7379,3.0,0.0085,4.0,0.0114,0.0,0.0,2.0,10.0,195.0,3.0,3.0,23.0,8.0,26.0,22.6596,8.0,26.0,22.6596,43.288999999999994,199.993,199.99,6.433,199.985,79.51100000000001,6.433,ham6,32.383109756097575,17.789851066871087,47.535727272727264,30.860578947368417,49.26373323010749,81.062625,199.8823636363633,199.98969718087722,199.98242857142856,91.99770386266088,108.24665890243728,31.208750000000002,196.86445108695662,198.29564757422492,199.97712000000004,31.52657954545455,53.9025442849768,59.58317241379309
211,351.0,1885.0,0.1862,1822.0,0.9666,2.0,6.0,5.3704,2.0,6.0,5.3704,57.0,0.1624,294.0,0.8376,59.0,0.1681,292.0,0.8319,96.0,0.2735,255.0,0.7265,3.0,0.0085,3.0,0.0085,0.0,0.0,2.0,10.0,147.9,2.0,2.0,2.0,1.0,26.0,21.025,1.0,26.0,21.025,17.454,115.684,199.989,2.997,199.983,7.242999999999999,2.997,ham6,32.383109756097575,29.90557412773566,48.72481818181818,30.860578947368417,36.89763525030951,60.45412499999999,199.8823636363633,199.9922991021216,199.9823571428571,91.99770386266088,113.69117542090157,33.918375,196.86445108695662,198.29564757422492,199.98024,31.52657954545455,61.122555779822164,57.07224137931034
212,351.0,1885.0,0.1862,1824.0,0.9676,2.0,6.0,5.3704,2.0,6.0,5.3704,61.0,0.1738,290.0,0.8262,57.0,0.1624,294.0,0.8376,84.0,0.2393,267.0,0.7607,3.0,0.0085,3.0,0.0085,0.0,0.0,9.0,47.0,227.3333,2.0,2.0,20.0,6.0,26.0,22.2432,6.0,26.0,22.2432,199.988,11.155999999999999,199.98,5.447,199.987,37.251999999999995,5.447,ham6,199.98749999999998,129.95084625,63.32372727272727,30.860578947368417,36.89763525030951,67.98325,199.8823636363633,199.98824053578062,199.98250000000002,91.99770386266088,108.24665890243728,36.975249999999996,196.86445108695662,198.29564757422492,199.97943999999998,31.52657954545455,61.122555779822164,59.62031034482758
213,351.0,1877.0,0.187,1806.0,0.9622,2.0,6.0,5.3476,2.0,6.0,5.3476,63.0,0.1795,288.0,0.8205,57.0,0.1624,294.0,0.8376,98.0,0.2792,253.0,0.7208,3.0,0.0085,3.0,0.0085,0.0,0.0,4.0,22.0,178.1429,2.0,2.0,23.0,7.0,26.0,21.0816,4.0,26.0,20.1538,2.95,98.775,199.989,49.875,199.938,199.99400000000003,2.95,ham10,32.383109756097575,10.450190421025706,63.323727272727275,30.860578947368417,43.67538428994632,60.96124999999999,199.8823636363633,199.9922991021216,199.98274999999998,91.99770386266088,108.24665890243728,38.163250000000005,196.86445108695662,198.29564757422492,199.98044000000002,31.52657954545455,61.122555779822164,59.556275862068965
